name,time,humidity,info,location,sensor_id,temperature
senzore_data,1745161306845006519,43.8,SHT20,"48.9757129374215,17.08574914434807",1,23.9
senzore_data,1745162500787499591,44.1,SHT20,"48.9757129374215,17.08574914434807",1,23.8
senzore_data,1745163694845259762,43.2,SHT20,"48.9757129374215,17.08574914434807",1,23.7
senzore_data,1745164699849093844,42.4,SHT20,"48.9757129374215,17.08574914434807",1,24.3
senzore_data,1745165403781714708,42.8,SHT20,"48.9757129374215,17.08574914434807",1,24.5
senzore_data,1745166434870520994,40.8,SHT20,"48.9757129374215,17.08574914434807",1,25.6
senzore_data,1745166894933629248,39.9,SHT20,"48.9757129374215,17.08574914434807",1,26.1
senzore_data,1745167632794530369,40.3,SHT20,"48.9757129374215,17.08574914434807",1,25.8
senzore_data,1745168570876821936,41.5,SHT20,"48.9757129374215,17.08574914434807",1,25.1
senzore_data,1745169196818775319,45.2,SHT20,"48.9757129374215,17.08574914434807",1,24.2
senzore_data,1745169609773044203,46.4,SHT20,"48.9757129374215,17.08574914434807",1,23.6
senzore_data,1745170272824731407,48.1,SHT20,"48.9757129374215,17.08574914434807",1,22.8
senzore_data,1745170827809309734,48.7,SHT20,"48.9757129374215,17.08574914434807",1,22.2
senzore_data,1745171553820915079,49.9,SHT20,"48.9757129374215,17.08574914434807",1,21.3
senzore_data,1745172115773308838,51.1,SHT20,"48.9757129374215,17.08574914434807",1,20.6
senzore_data,1745172741883523371,51.9,SHT20,"48.9757129374215,17.08574914434807",1,20.3
senzore_data,1745173605863483490,52.3,SHT20,"48.9757129374215,17.08574914434807",1,20.0
senzore_data,1745174543788873856,52.5,SHT20,"48.9757129374215,17.08574914434807",1,19.9
senzore_data,1745175780811070788,52.2,SHT20,"48.9757129374215,17.08574914434807",1,19.8
senzore_data,1745176974842564555,53.4,SHT20,"48.9757129374215,17.08574914434807",1,19.3
senzore_data,1745177678812408265,54.0,SHT20,"48.9757129374215,17.08574914434807",1,19.1
senzore_data,1745178660828402701,55.1,SHT20,"48.9757129374215,17.08574914434807",1,18.5
senzore_data,1745179333828834104,55.4,SHT20,"48.9757129374215,17.08574914434807",1,18.3
senzore_data,1745180391782946417,56.0,SHT20,"48.9757129374215,17.08574914434807",1,18.2
senzore_data,1745181479927211351,56.8,SHT20,"48.9757129374215,17.08574914434807",1,17.9
senzore_data,1745182343876178810,57.9,SHT20,"48.9757129374215,17.08574914434807",1,17.5
senzore_data,1745183106816087774,59.0,SHT20,"48.9757129374215,17.08574914434807",1,17.1
senzore_data,1745183869856333774,59.2,SHT20,"48.9757129374215,17.08574914434807",1,17.1
senzore_data,1745185361810471743,58.9,SHT20,"48.9757129374215,17.08574914434807",1,16.9
senzore_data,1745186419790281994,59.1,SHT20,"48.9757129374215,17.08574914434807",1,16.6
senzore_data,1745187401885891178,60.0,SHT20,"48.9757129374215,17.08574914434807",1,16.2
senzore_data,1745188190832228999,59.9,SHT20,"48.9757129374215,17.08574914434807",1,16.2
senzore_data,1745189090838986009,60.4,SHT20,"48.9757129374215,17.08574914434807",1,16.0
senzore_data,1745190095875399129,60.4,SHT20,"48.9757129374215,17.08574914434807",1,15.7
senzore_data,1745191126834491834,60.7,SHT20,"48.9757129374215,17.08574914434807",1,15.6
senzore_data,1745192320866865429,62.0,SHT20,"48.9757129374215,17.08574914434807",1,15.3
senzore_data,1745193109830005763,62.0,SHT20,"48.9757129374215,17.08574914434807",1,15.3
senzore_data,1745194009903231059,61.8,SHT20,"48.9757129374215,17.08574914434807",1,15.1
senzore_data,1745195097883310569,61.7,SHT20,"48.9757129374215,17.08574914434807",1,14.9
senzore_data,1745196217794948084,62.5,SHT20,"48.9757129374215,17.08574914434807",1,14.6
senzore_data,1745197081853103321,62.8,SHT20,"48.9757129374215,17.08574914434807",1,14.6
